en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
different,Med,Appreciation,"anders, unterschiedliche","anders:3, unterschiedliche:1","Now realize that in a recently infected person , there are millions of these ships ; each one is just slightly different .","Sie müssen verstehen , dass es in einer kürzlich infizierten Person Millionen dieser Schiffe gibt , jedes ein kleines bisschen anders .",4,6,0.6667
different,Phi,Affect,,,,,0,3,0.0
different,Phi,Judgement,,,,,0,3,0.0
different,Phi,Appreciation,"anders, unterscheiden, verschieden","anders:1, unterscheiden:1, verschieden:1","In a way , just like Tolstoy 's statement about every unhappy marriage being different , every collapsed or endangered society is different -- they all have different details .","So wie nach Tolstoy jede unglückliche Ehe verschieden ist , so ist jede kollabierte oder gefährdete Gesellschaft verschieden - sie alle haben unterschiedliche Details .",3,3,1.0
different,Pol,Affect,,,,,0,4,0.0
different,Pol,Judgement,,,,,0,4,0.0
different,Pol,Appreciation,"anders, unterscheidet, unterschiedlich","anders:2, unterscheidet:1, unterschiedlich:1",This country is very different today than it was 40 years ago .,Dieses Land ist anders als vor 40 Jahren .,4,4,1.0
different,Psy,Affect,,,,,0,8,0.0
different,Psy,Judgement,"anders, verschieden","anders:1, verschieden:1",It was a little different than what you usually do .,"Es war ein wenig anders , als was du sonst tust .",2,8,0.25
different,Psy,Appreciation,"anders, Unterschied, unterschiedet, verschieden","anders:2, Unterschied:1, unterschiedet:1, verschieden:1","But in China , where I spend a lot of time , the conversation is totally different .","Aber in China , wo ich eine Menge Zeit verbracht habe , ist die Diskussion total anders .",6,8,0.75
different,Sci,Affect,,,"And we 've done experiments that show that that 's because the longer an ant stays outside , the more these simple hydrocarbons on its surface change , and so they come to smell different by doing different tasks .","Und wir haben Experimente durchgeführt , die zeigen , dass je länger eine Ameise sich draussen aufhält , desto mehr sich die einfache Hydrokarbone auf ihrer Oberfläche sich verändern .",1,13,0.0769
different,Sci,Judgement,"unterscheiden, anders, sich","unterscheiden:2, anders:1, sich:1","So we made molecules that look kind of like the real molecules , which you saw , but they 're a little bit different .","Wir erstellten Moleküle , die fast wie die Echten aussahen - die Sie schon sahen - aber diese unterscheiden sich etwas .",4,13,0.3077
different,Sci,Appreciation,"anders, andere, differenzieren, sich","anders:3, andere:2, differenzieren:1, sich:1","When I was a young kid , I did n't know my thinking was different .","Als kleines Kind wusste ich nicht , dass ich anders denke .",8,13,0.6154
different,Tech,Affect,,,,,0,1,0.0
different,Tech,Judgement,,,,,0,1,0.0
different,Tech,Appreciation,stark,stark:1,But our brain waves in deep sleep have these long - burst brain waves that are very different from our waking life brain waves .,"Doch in dem Tiefschlaf haben wir Hirnstromwellen mit langen Wellenzügen , die sich sehr stark von jenen des Wachzustands unterscheiden .",1,1,1.0
difficult,Bus,Affect,,,,,0,1,0.0
difficult,Bus,Judgement,schwierig,schwierig:1,People say it 's emotionally difficult .,Manche Leute finden es emotional schwierig .,1,1,1.0
difficult,Bus,Appreciation,,,,,0,1,0.0
difficult,Edu,Affect,,,,,0,5,0.0
difficult,Edu,Judgement,schwierig,schwierig:3,It was getting difficult as they got into more advanced math topics .,"Es wurde schwierig , als sie in fortgeschrittenere Themen einstiegen .",3,5,0.6
difficult,Edu,Appreciation,schwer,schwer:2,"Well , it seems to me that this Hungarian presence in my life is difficult to account for , but ultimately I ascribe it to an admiration for people with a complex moral awareness , with a heritage of guilt and defeat matched by defiance and bravado .","Nun , mir erscheint diese ungarische Präsenz in meinem Leben schwer erklärbar , aber ich schreibe es letztlich einer Bewunderung für Menschen mit komplexer moralischer Achtsamkeit zu - mit einem Erbe aus Schuld und Niederlage , gepaart mit Trotz und Draufgängertum .",2,5,0.4
difficult,Med,Affect,,,,,0,2,0.0
difficult,Med,Judgement,,,,,0,2,0.0
difficult,Med,Appreciation,"komplex, schwierig","komplex:1, schwierig:1",Large companies moved away from it because they thought the science was so difficult and vaccines were seen as poor business .,"Große Firmen sind davon abgekommen , weil sie dachten , dass die Wissenschaft so schwierig sei und weil Impfstoffe als schlechtes Geschäft angesehen wurden .",2,2,1.0
difficult,Phi,Affect,,,,,0,3,0.0
difficult,Phi,Judgement,,,,,0,3,0.0
difficult,Phi,Appreciation,"schwierig, komplizierter","schwierig:2, komplizierter:1",But those two things -- commitment to religion and strong social cohesion -- also made it difficult for them to change at the end and to learn from the Inuit .,"Aber diese beiden Dinge - Religion und starker sozialer Zusammenhalt - machte es an dem Ende auch schwierig für sie , sich zu verändern und von den Inuit zu lernen .",3,3,1.0
difficult,Psy,Affect,,,,,0,2,0.0
difficult,Psy,Judgement,,,,,0,2,0.0
difficult,Psy,Appreciation,schwer,schwer:2,"When life is difficult , your stress response wants you to be surrounded by people who care about you .","Wenn das Leben schwer ist , will Ihre Stressantwort , dass Sie umgeben sind von Menschen , die um Sie besorgt sind .",2,2,1.0
difficult,Sci,Affect,,,,,0,2,0.0
difficult,Sci,Judgement,,,,,0,2,0.0
difficult,Sci,Appreciation,"einfach, schwer","einfach:1, schwer:1",The reasons these challenges are great is that technically it 's difficult to go to sea .,"Diese Aufgaben sind sehr schwierig , weil es technisch schwer ist , auf die Meere hinauszufahren .",2,2,1.0
difficult,Tech,Affect,erschwert,erschwert:1,"Yes , this means that in the future , encryption is going to make wiretapping more difficult .","Das bedeutet , dass in Zukunft das Abhören durch Verschlüsselung erschwert wird .",1,8,0.125
difficult,Tech,Judgement,"schwierig, kompliziert","schwierig:2, kompliziert:1",It 's actually really difficult .,Es ist tatsächlich kompliziert .,3,8,0.375
difficult,Tech,Appreciation,"kompliziert, schwer, schwierig","kompliziert:1, schwer:1, schwierig:1",Our dependence on liquid fuels makes these emissions really difficult to avoid .,"Unsere Abhängigkeit von Flüssigtreibstoff macht es wirklich schwierig , diese Emissionen zu vermeiden .",4,8,0.5
digital,Art,Affect,digital,digital:1,Make it all digital ?,Alles digital machen ?,1,1,1.0
digital,Art,Judgement,,,,,0,1,0.0
digital,Art,Appreciation,,,,,0,1,0.0
dilute,Sci,Affect,,,,,0,1,0.0
dilute,Sci,Judgement,,,,,0,1,0.0
dilute,Sci,Appreciation,verdünnt,verdünnt:1,"So now the bacteria are dilute , that little hormone molecule is gone , so they 're not making light .","Jetzt sind die Bakterien verdünnt , das winzige Hormonmolekül ist weg und sie erzeugen folglich auch kein Licht .",1,1,1.0
dilute,Tech,Affect,,,,,0,1,0.0
dilute,Tech,Judgement,,,,,0,1,0.0
dilute,Tech,Appreciation,verdünnt,verdünnt:1,"CO2 is so dilute in the air , that material is binding it really strong , and so you need a lot of heat in order to recycle the material .","CO2 ist so verdünnt in der Luft , dass es von dem Material sehr stark gebunden wird . Also wird sehr viel Wärme zu dem Recyceln dieses Materials benötigt",1,1,1.0
dim,Edu,Affect,,,,,0,1,0.0
dim,Edu,Judgement,,,,,0,1,0.0
dim,Edu,Appreciation,schlecht beleuchtet,schlecht beleuchtet:1,The halls were dim and dark from poor lighting .,Die Gänge waren schlecht beleuchtet und düster .,1,1,1.0
direct,Pol,Affect,,,,,0,1,0.0
direct,Pol,Judgement,,,,,0,1,0.0
direct,Pol,Appreciation,direkte,direkte:1,"Actually we did n't ask them , but when they conducted exit polls in every state , in 37 states , out of the 50 , they asked a question , that was pretty direct , about race .","Um genau zu sein , eigentlich haben nicht wir sie gefragt , aber als man Wahltagsbefragungen in jedem Bundesstaat durchgeführt hat , wurde in 37 von 50 Staaten eine sehr direkte Frage die ethnische Zugehörigkeit betreffend gestellt .",1,1,1.0
dirty,Bus,Affect,,,,,0,1,0.0
dirty,Bus,Judgement,,,,,0,1,0.0
dirty,Bus,Appreciation,schmutzig,schmutzig:1,"People are getting their hands dirty , rolling up their sleeves .",Die Leute machen sich also die Hände schmutzig . Sie krempeln ihre Ärmel hoch .,1,1,1.0
dirty,Sci,Affect,,,,,0,1,0.0
dirty,Sci,Judgement,Schmutz,Schmutz:1,"He 's not taking his own sandwich because he does n't want it , because now it 's dirty , on the ground .","Er nimmt sein eigenes Brot deswegen nicht , weil er es nicht mehr möchte , da es jetzt in dem Schmutz auf dem Boden liegt .",1,1,1.0
dirty,Sci,Appreciation,,,,,0,1,0.0
disappointed,Med,Affect,,,,,0,1,0.0
disappointed,Med,Judgement,enttäuscht,enttäuscht:1,"And I was so nervous , because I thought he was going to be disappointed in me for abandoning our clients for some crazy idea .","Und ich war so nervös , denn ich erwartete , dass er von mir enttäuscht sein würde , weil ich unsere Klienten für eine verrückte Idee in dem Stich lassen wollte .",1,1,1.0
disappointed,Med,Appreciation,,,,,0,1,0.0
disappointed,Tech,Affect,,,,,0,1,0.0
disappointed,Tech,Judgement,enttäuscht,enttäuscht:1,And Doug was really disappointed to learn that nearly 80 percent of the pediatric patients in this hospital had to be sedated in order to deal with his MRI machine .,"Und Doug war sehr enttäuscht , als er herausfand , dass fast 80 Prozent aller pädiatrischen Patienten in dem Krankenhaus ruhiggestellt werden mussten , damit man in der Maschine ein MRT machen konnte .",1,1,1.0
disappointed,Tech,Appreciation,,,,,0,1,0.0
disappointing,Tech,Affect,,,,,0,1,0.0
disappointing,Tech,Judgement,,,,,0,1,0.0
disappointing,Tech,Appreciation,Enttäuschung,Enttäuschung:1,"And this was really disappointing to Doug , because before this time , he was proud of what he did .","Das war wirklich eine Enttäuschung für Doug , denn vor diesem Zeitpunkt war er stolz auf seine Arbeit gewesen .",1,1,1.0
discouraging,Bus,Affect,,,,,0,1,0.0
discouraging,Bus,Judgement,entmutigend,entmutigend:1,"I live and work in San Francisco , and if you 're looking for funding , you are typically going to compete with some very young people from the high - tech industry , and it can be very discouraging and intimidating .","Ich lebe und arbeite in San Francisco . Bei der Suche nach Sponsoren misst man sich üblicherweise mit sehr jungen Leuten aus der Hightech - Industrie , was sehr entmutigend und einschüchternd sein kann .",1,1,1.0
discouraging,Bus,Appreciation,,,,,0,1,0.0
disillusioned,His,Affect,desillusioniert,desillusioniert:1,"And on a particularly dark night of December of 2004 , I sat down with my family , and I said that I had become very disillusioned .","Und in einer besonders dunklen Nacht , in dem Dezember 2004 , saß ich mit meiner Familie zusammen und sagte , dass ich sehr desillusioniert sei .",1,1,1.0
disillusioned,His,Judgement,,,,,0,1,0.0
disillusioned,His,Appreciation,,,,,0,1,0.0
dispositional,Psy,Affect,,,,,0,1,0.0
dispositional,Psy,Judgement,,,,,0,1,0.0
dispositional,Psy,Appreciation,Veranlagung,Veranlagung:1,There are three ways . The main way is called dispositional .,Auf drei Arten : die vorherrschende Art heißt Veranlagung .,1,1,1.0
distant,Pol,Affect,,,,,0,1,0.0
distant,Pol,Judgement,,,,,0,1,0.0
distant,Pol,Appreciation,stark,stark:1,"And although the circumstances of our lives may seem very distant , with me standing here as the First Lady of the United States of America , and you , just getting through school , I want you to know that we have very much in common .","Auch wenn unsere Lebensumstände sich stark zu unterscheiden scheinen – ich hier vorn als First Lady der USA , ihr noch auf der Schule – , sollt ihr wissen , dass wir sehr viel gemeinsam haben .",1,1,1.0
distant,Tech,Affect,,,,,0,1,0.0
distant,Tech,Judgement,,,,,0,1,0.0
distant,Tech,Appreciation,weitreichender,weitreichender:1,"As our societies grew more complex and our trade routes grew more distant , we built up more formal institutions , institutions like banks for currency , governments , corporations .","Als unsere Gesellschaft komplexer wurde und unsere Handelsrouten weitreichender wurden , bauten wir formalere Institutionen auf , Institutionen wie Notenbanken , Regierungen , Unternehmen .",1,1,1.0
distinctive,Phi,Affect,,,,,0,1,0.0
distinctive,Phi,Judgement,,,,,0,1,0.0
distinctive,Phi,Appreciation,bezeichnend,bezeichnend:1,"And it turns out that that 's so distinctive that you can actually look at this tree , and you can actually use it to determine that this is a technological system versus a biological system .","Und es zeigt sich , dass das so bezeichnend ist , dass sie sich den Baum ansehen können , und sie ihn tatsächlich benutzen können , um zu bestimmen , das dies ein technisches System gegen ein bilogisches System ist .",1,1,1.0
distractable,His,Affect,,,,,0,1,0.0
distractable,His,Judgement,,,,,0,1,0.0
distractable,His,Appreciation,ablenkbar,ablenkbar:1,"By autistic standards , the normal human brain is easily distractable , obsessively social , and suffers from a deficit of attention to detail .","Nach autistischen Maßstäben ist das normale menschliche Gehirn leicht ablenkbar , zwanghaft sozial und hat die Schwäche , nicht auf Details zu achten .",1,1,1.0
diverse,Pol,Affect,,,,,0,2,0.0
diverse,Pol,Judgement,vielfältig,vielfältig:1,It 's diverse . It 's got a lot of different approaches .,Sie ist vielfältig und es gibt viele unterschiedliche Denkansätze .,1,2,0.5
diverse,Pol,Appreciation,vielseitig,vielseitig:1,"I 'm a big fan of cities . Especially if we have cites that are diverse and sustainable , and can support people of different ethnicities and different income groups .","Ich bin ein großer Fan von Städten , insbesondere wenn diese vielseitig und nachhaltig sind und Menschen verschiedener Ethnien und Einkommen dort leben können .",1,2,0.5
doable,Edu,Affect,,,,,0,1,0.0
doable,Edu,Judgement,,,,,0,1,0.0
doable,Edu,Appreciation,machbar,machbar:1,And I think that 's doable in well under 20 years .,"Ich glaube , dass das in weit unter 20 Jahren machbar ist .",1,1,1.0
done,Art,Affect,gerade,gerade:1,"Inside your head , you 're like , "" It 's one . You 're speaking it , buddy . I 'm done . ""","Sie denken sich : "" Eine . Du sprichst sie gerade , Kumpel . Nur eine . """,1,1,1.0
done,Art,Judgement,,,,,0,1,0.0
done,Art,Appreciation,,,,,0,1,0.0
done,Bus,Affect,,,,,0,1,0.0
done,Bus,Judgement,,,The teams we give the money to spend on each other become different teams ; they dominate the league by the time they 're done .,"Die Teams , welchen wir Geld gaben , um es füreinander auszugeben , wurden zu anderen Teams und dominierten an dem Ende tatsächlich die Liga .",1,1,1.0
done,Bus,Appreciation,,,,,0,1,0.0
done,His,Affect,fertig,fertig:1,"The Growing Assault on Truth and Memory , "" it came out in many different countries , including here in Penguin UK , and I was done with those folks and ready to move on .","Rechtsextremismus mit Methode "" erschien in vielen verschiedenen Ländern , darunter hier bei Penguin UK . Ich war fertig mit diesen Leuten und bereit für andere Dinge .",1,1,1.0
done,His,Judgement,,,,,0,1,0.0
done,His,Appreciation,,,,,0,1,0.0
done,Sci,Affect,fertig,fertig:1,"We 're done . You know , I 've seen that island .","Wir sind fertig , wir haben die Insel nun gesehen .",1,1,1.0
done,Sci,Judgement,,,,,0,1,0.0
done,Sci,Appreciation,,,,,0,1,0.0
doomed,Art,Affect,verloren,verloren:1,"He instantly saw that I was the cause of the commotion , and for the first time in my life , I was sent to the hall , and I thought , "" Oh no , I 'm doomed .","Er merkte sofort , dass ich der Grund für die Unruhe war , und zu dem ersten Mal in meinem Leben wurde ich aus der Klasse geschickt , und ich dachte : "" Oh nein , ich bin verloren .",1,1,1.0
doomed,Art,Judgement,,,,,0,1,0.0
doomed,Art,Appreciation,,,,,0,1,0.0
doomed,Pol,Affect,verdammt,verdammt:1,""" We are doomed unless we start acting now .",""" Wir sind verdammt , außer wir handeln jetzt sofort .",1,1,1.0
doomed,Pol,Judgement,,,,,0,1,0.0
doomed,Pol,Appreciation,,,,,0,1,0.0
double,Psy,Affect,,,,,0,1,0.0
double,Psy,Judgement,,,,,0,1,0.0
double,Psy,Appreciation,doppelt,doppelt:1,Work by Dr. Robert Sapolsky shows that individuals who can not differentiate threat from non-threat and react to everything with the same response have double the level of stress hormones .,"Dr. Robert Sapolsky weist nach : Wer nicht zwischen Bedrohung und Nicht - Bedrohung unterscheiden kann und auf alles in gleicher Weise reagiert , hat doppelt so viele Stresshormone .",1,1,1.0
double,Sci,Affect,,,,,0,1,0.0
double,Sci,Judgement,,,,,0,1,0.0
double,Sci,Appreciation,verdoppeln,verdoppeln:1,"And as the day goes by , the bacteria double , they release the molecule , and then light comes on at night , exactly when the squid wants it .","In dem weiteren Tagesverlauf verdoppeln sich die Bakterien wieder , lassen das Molekül frei und das Licht geht gegen Abend an , genau dann , wenn der Tintenfisch es braucht .",1,1,1.0
dramatic,Bus,Affect,,,,,0,1,0.0
dramatic,Bus,Judgement,,,,,0,1,0.0
dramatic,Bus,Appreciation,dramatisch,dramatisch:1,Changes which are slow and gradual can be hard to notice even if their ultimate impact is quite dramatic .,"Veränderungen , die langsam und stetig sind , sind schwer zu bemerken , selbst wenn ihre Auswirkungen letztlich recht dramatisch sind .",1,1,1.0
dramatic,Med,Affect,,,,,0,1,0.0
dramatic,Med,Judgement,dramatisch,dramatisch:1,"And I know that sounds dramatic , because to me , standing up here years later , whole and healthy -- to me , it sounds dramatic .","Ich weiß , das klingt dramatisch .Wenn ich jetzt Jahre später hier stehe , gesund und wohlauf , klingt das auch für mich dramatisch .",1,1,1.0
dramatic,Med,Appreciation,,,,,0,1,0.0
dramatic,Pol,Affect,,,,,0,1,0.0
dramatic,Pol,Judgement,dramatisch,dramatisch:1,"And finally , I believe that , despite the fact that it is so dramatic and so beautiful and so inspiring and so stimulating , we will ultimately not be judged by our technology , we wo n't be judged by our design , we wo n't be judged by our intellect and reason .","Und schließlich glaube ich , dass , obwohl sie so dramatisch ist , so schön und inspirierend , und so anregend , wir an dem Ende nicht an unserer Technologie gemessen werden , nicht an den Dingen , die wir entwickeln , nicht an unserem Intellekt und Verstand .",1,1,1.0
dramatic,Pol,Appreciation,,,,,0,1,0.0
dramatic,Tech,Affect,,,,,0,1,0.0
dramatic,Tech,Judgement,,,,,0,1,0.0
dramatic,Tech,Appreciation,,,"And the results were super dramatic : from something like 80 percent of the kids needing to be sedated , to something like 10 percent of the kids needing to be sedated .","Und die Resultate sprachen für sich . Von ca. 80 Prozent der Kinder , die Beruhigungsmittel brauchten , zu ungefähr 10 Prozent .",1,1,1.0
dreadful,Med,Affect,,,,,0,2,0.0
dreadful,Med,Judgement,grauenhaft,grauenhaft:2,It was dreadful .,Es war grauenhaft .,2,2,1.0
dreadful,Med,Appreciation,,,,,0,2,0.0
drowsy,Med,Affect,,,,,0,1,0.0
drowsy,Med,Judgement,schläfrig,schläfrig:1,"And then they 're drowsy and they 're getting behind the wheel of the car , and they 're at risk for motor vehicle accidents .","Daher haben sie morgens bei dem Aufwachen einen höheren Wirkstoffgehalt in ihrem Blut und sind davon noch schläfrig , wenn sie sich an das Steuer setzen , was die Gefahr eines Autounfalls erhöht .",1,1,1.0
drowsy,Med,Appreciation,,,,,0,1,0.0
drunk,Bus,Affect,blau,blau:1,"Fast - forward several hours , we both got really silly drunk .",Wenige Stunden später waren wir beide vollkommen blau .,1,1,1.0
drunk,Bus,Judgement,,,,,0,1,0.0
drunk,Bus,Appreciation,,,,,0,1,0.0
drunk,His,Affect,betrank,betrank:1,"Oh , but no , Noah is the one who grew grapes , invented wine , got drunk and passed out naked in his barn .","Ach nein , Noah ist derjenige , der Trauben züchtete , den Wein erfand , sich betrank und nackt in seinem Stall bewusstlos wurde .",1,1,1.0
drunk,His,Judgement,,,,,0,1,0.0
drunk,His,Appreciation,,,,,0,1,0.0
dry,Art,Affect,,,,,0,1,0.0
dry,Art,Judgement,,,,,0,1,0.0
dry,Art,Appreciation,trocken,trocken:1,"And when you 're dealing with grammar , which is , you know , incredibly dry , E.B .","Und wenn man es dann mit Grammatik zu tun bekommt , das ist einfach , na ja , unglaublich trocken , E.B .",1,1,1.0
dry,Ent,Affect,,,,,0,1,0.0
dry,Ent,Judgement,,,,,0,1,0.0
dry,Ent,Appreciation,trocken,trocken:1,"So your mouth gets dry , and blood is routed away from your extremities , so your fingers do n't work anymore .","Dein Mund wird trocken und dein Blut fließt nicht mehr in die Extremitäten , deine Finger funktionieren also nicht mehr .",1,1,1.0
dry,Psy,Affect,,,,,0,1,0.0
dry,Psy,Judgement,,,,,0,1,0.0
dry,Psy,Appreciation,trocken,trocken:1,That 's why your mouth went dry .,Darum wird der Mund trocken .,1,1,1.0
dry,Sci,Affect,,,,,0,1,0.0
dry,Sci,Judgement,,,,,0,1,0.0
dry,Sci,Appreciation,trocken,trocken:1,"It 's obviously a place which is very dry , or you would n't get dunes .","Es ist dort offensichtlich sehr trocken , sonst gäbe es keine Dünen .",1,1,1.0
due,Psy,Affect,fällig,fällig:1,"But every once in a while , like Lizzie Borden , like three times a century , and we 're kind of due .","Aber hin und wieder , siehe Lizzi Borden , so dreimal alle hundert Jahre , sind wir irgendwie fällig .",1,1,1.0
due,Psy,Judgement,,,,,0,1,0.0
due,Psy,Appreciation,,,,,0,1,0.0
dull,Ent,Affect,,,,,0,1,0.0
dull,Ent,Judgement,lahm,lahm:1,"And it may seem simple , it may seem dull by itself , but it gives tempo and heartbeat .","Sie scheinen einfach , möglicherweise lahm , aber sie geben Tempo und Rhythmus .",1,1,1.0
dull,Ent,Appreciation,,,,,0,1,0.0
dull,Sci,Affect,,,,,0,1,0.0
dull,Sci,Judgement,,,,,0,1,0.0
dull,Sci,Appreciation,langweilig,langweilig:1,Most scientists are really rather dull .,Die meisten Wissenschaftler sind eher langweilig .,1,1,1.0
dumb,Med,Affect,,,,,0,1,0.0
dumb,Med,Judgement,blöd,blöd:1,"They go , "" Well , he 's certainly not dumb enough to stab himself through the skin to entertain us for a few minutes .","Sie sagen : "" Okay , der ist bestimmt nicht so blöd und durchsticht sich selbst die Haut , nur um uns ein paar Minuten lang zu unterhalten . """,1,1,1.0
dumb,Med,Appreciation,,,,,0,1,0.0
dumb,Phi,Affect,,,,,0,1,0.0
dumb,Phi,Judgement,,,,,0,1,0.0
dumb,Phi,Appreciation,dumm,dumm:1,"Scott Simon , who told this story on NPR , said , "" Rules and procedures may be dumb , but they spare you from thinking . ""","Scott Simon , der diese Geschichte in dem Radio ( NPR ) erzählte , sagte : "" Regel und Prozeduren sind vielleicht dumm , aber sie ersparen dir das denken . """,1,1,1.0
dumb,Psy,Affect,,,,,0,1,0.0
dumb,Psy,Judgement,,,,,0,1,0.0
dumb,Psy,Appreciation,dumm,dumm:1,And chickens and ducks and geese and turkeys are basically as dumb as dumps .,"Und Hühner , Enten , Gänse und Truthahne sind grundsätzlich so dumm wie Bohnenstroh .",1,1,1.0
durable,Pol,Affect,,,,,0,1,0.0
durable,Pol,Judgement,langlebig,langlebig:1,"So this movement , if it 's to be durable and global , will have to cross borders , and you will have to see other citizens in democracies , not simply resting on the assumption that their government would do something in the face of genocide , but actually making it such .","Wenn diese Bewegung langlebig und global werden soll , wird sie Grenzen überschreiten müssen , und werden sich andere Bürger in Demokratien nicht mehr auf der Annahme ausruhen können , dass ihre Regierung schon etwas gegen den Völkermord unternehmen wird , sondern sie wirklich dazu bringen , es zu tun .",1,1,1.0
durable,Pol,Appreciation,,,,,0,1,0.0
dyslexic,Sci,Affect,,,,,0,1,0.0
dyslexic,Sci,Judgement,,,,,0,1,0.0
dyslexic,Sci,Appreciation,Lese-/Rechtschreibschwäche,Lese-/Rechtschreibschwäche:1,You also will see these kind of problems with kids that are dyslexic .,Diese Art Probleme findet man auch bei Kindern mit Lese-/Rechtschreibschwäche .,1,1,1.0
eager,Art,Affect,ehrgeizig,ehrgeizig:1,"I was eager and motivated and surrounded by artists , always going to openings and events .","Ich war ehrgeizig und motiviert , umgeben von Künstlern , ging zu Eröffnungen und Veranstaltungen .",1,1,1.0
eager,Art,Judgement,,,,,0,1,0.0
eager,Art,Appreciation,,,,,0,1,0.0
eager,Psy,Affect,,,,,0,1,0.0
eager,Psy,Judgement,,,,,0,1,0.0
eager,Psy,Appreciation,sehr,sehr:1,"Sometimes it feels like people are so eager to prove that they 're not weak and greedy when they ask your for help , they 're completely missing out on how uncomfortable they 're making you feel .","Manchmal denke ich , die Leute wollen zu sehr beweisen , dass sie nicht schwach und gierig sind , wenn sie um Hilfe bitten . Dabei merken sie gar nicht , wie unangenehm das für den anderen ist .",1,1,1.0
early,His,Affect,,,,,0,1,0.0
early,His,Judgement,Anfang,Anfang:1,"It 's early , but I 've already , I 've got some lined up .","Die Planung ist noch an dem Anfang , aber ich habe schon einiges in Vorbereitung .",1,1,1.0
early,His,Appreciation,,,,,0,1,0.0
early,Med,Affect,,,,,0,1,0.0
early,Med,Judgement,,,,,0,1,0.0
early,Med,Appreciation,früh,früh:1,"Now you can imagine looking at Jonas at only 14 , that male puberty is early in this family , because he looks more like a 16 - year - old . But it makes the point all the more , of why you have to be conscious of where the patient is .","Wenn man sich Jonas mit 14 anschaut , kann man sehen , dass die männliche Pubertät in seiner Familie sehr früh eintritt , denn er sieht eher aus wie 16 , aber das zeigt erst recht , warum man sich der Situation des Patienten bewusst sein muss .",1,1,1.0
easier,Bus,Affect,,,,,0,1,0.0
easier,Bus,Judgement,einfacher,einfacher:1,"But I 'm thinking , you know , they probably had the "" share "" button a little bit brighter and to the right , and so it was easier and more convenient for the two sides that are always participating on these networks .","Aber ich denke , dass sie wahrscheinlich den "" share "" - Button etwas heller und weiter rechts hatten , und dass es so einfacher und für beide Seiten angenehmer war , die auf diesen Netzwerken immer aktiv sind .",1,1,1.0
easier,Bus,Appreciation,,,,,0,1,0.0
easier,Ent,Affect,,,,,0,2,0.0
easier,Ent,Judgement,einfacher,einfacher:1,"We use DNA because it 's cheaper , it 's easier to handle , it 's something we understand really well -- so well , in fact , that we think we can actually write programming languages for DNA and have molecular compilers .","Wir benutzen die DNA , weil sie billiger ist . Und deren Handhabung ist einfacher . Es ist etwas , was wir schon ziemlich gut verstehen . Wir verstehen es tatsächlich schon so gut , dass wir glauben , wir können wirklich schon DNA - Programmiersprachen schreiben und haben eine molekulare Umwandlungsmaschine .",1,2,0.5
easier,Ent,Appreciation,leichter,leichter:1,That 's easier for them to find out than who you are .,Das ist leichter für sie herauszufinden als wer Sie sind .,1,2,0.5
easier,His,Affect,,,,,0,1,0.0
easier,His,Judgement,einfacher,einfacher:1,"We do n't have the right to be silent about them because it is easier or because Western policy is flawed as well , because 5:17 is still coming to too many Amel Zenounes in places like northern Nigeria , where jihadis still kill students .","Wir haben nicht das Recht über sie zu schweigen , weil es einfacher ist oder weil die Politik des Westens auch ihre Fehler hat , weil 5 Uhr 17 immer noch zu vielen Amel Zenounes widerfährt , wie in Norden Nigerias , wo immer noch Studenten umgebracht werden .",1,1,1.0
easier,His,Appreciation,,,,,0,1,0.0
easier,Med,Affect,leichter,leichter:1,"Now , it sounds easier than it is because the structure actually looks more like this blue antibody diagram attached to its yellow binding site , and as you can imagine , these three - dimensional structures are much harder to work on .","Nun , das klingt leichter als es ist , denn die Struktur sieht eigentlich eher wie dieses blaue Antikörper - Diagramm aus , das an seine gelbe Bindungsstelle angeschlossen ist . Wie Sie sich vorstellen können ist es viel schwieriger , an diesen dreidimensionalen Strukturen zu arbeiten .",1,2,0.5
easier,Med,Judgement,einfacher,einfacher:1,It was easier . It was cheaper .,So war es einfacher und billiger .,1,2,0.5
easier,Med,Appreciation,,,,,0,2,0.0
easier,Pol,Affect,,,,,0,1,0.0
easier,Pol,Judgement,einfacher,einfacher:1,It 's much easier and more lucrative to market a technological fix for these gaps in health than to deal with the structural inequities that produce them .,"Es ist viel einfacher und lukrativer , eine technologische Lösung zu vermarkten , für diese gesundheitlichen Unterschiede , als sich mit den strukturellen Benachteiligungen zu befassen , die diese erzeugen .",1,1,1.0
easier,Pol,Appreciation,,,,,0,1,0.0
easier,Psy,Affect,einfacher,einfacher:3,It gets easier to hurt people because you do not feel what 's inside them .,"Es wird einfacher , Menschen zu verletzen weil man nicht fühlt was in ihnen vorgeht .",4,7,0.5714
easier,Psy,Judgement,"leichter, ruhiger","leichter:1, ruhiger:1",They breathe easier .,Sie atmen ruhiger .,2,7,0.2857
easier,Psy,Appreciation,leichter,leichter:1,""" Nothing is easier than to denounce the evildoer ; nothing more difficult than understanding him , "" Dostoyevsky .",""" Nicht ist leichter , als einen Übeltäter zu brandmarken , nichts ist schwerer , als ihn zu verstehen "" , sagt Dostojewsky .",1,7,0.1429
