file,Domain,sent_index,token_id,token_form,token_lemma,sense,sentence,de_aligned_forms,de_aligned_lemmas,de_sentence
Edu8_en.conllu,Edu,79,34,special,special,Affect,"I often ask them , "" Why do you want me to sing when I can not sing at all ? "" And they respond by saying , "" Because we like feeling special . """,Besonderes,besonder,"Oft frage ich sie : "" Warum soll ich für euch singen , obwohl ich überhaupt nicht singen kann ? "" Sie antworten : "" Es ist schön , etwas Besonderes zu sein . """
Edu8_en.conllu,Edu,85,3,clear,clear,Judgement,"They are clear about my expectations for them , and I repeat those expectations every day over the P.A. system .",ganz,ganz,"Sie wissen ganz genau , was ich von ihnen erwarte . Täglich wiederhole ich meine Erwartungen über die Lautsprecheranlage ."
Edu8_en.conllu,Edu,90,19,sure,sure,Affect,"If we are truly going to make real progress in addressing poverty , then we have to make sure that every school that serves children in poverty is a real school , a school , a school -- a school that provides them with knowledge and mental training to navigate the world around them .",",",",","Wollen wir echte Fortschritte bei der Bekämpfung von Armut erzielen , müssen wir sicherstellen , dass alle Schulen für Kinder in Armut richtige Schulen sind , Schulen , die ihnen Wissen vermitteln und seelische Fähigkeiten , um das Leben zu meistern ."
Edu9_en.conllu,Edu,2,10,asleep,asleep,Appreciation,"My 14 - year - old son is fast asleep in his bed , sleeping the reckless , deep sleep of a teenager .",,,Mein 14 - jähriger Sohn schläft tief und fest in seinem Bett den unschuldigen Tiefschlaf eines Teenagers .
Edu9_en.conllu,Edu,6,2,brutal,brutal,Affect,Sound brutal ... but perhaps familiar ?,brutal,brutal,Klingt brutal ... aber kommt Ihnen vielleicht bekannt vor ?
Edu9_en.conllu,Edu,11,19,ready,ready,Judgement,"I also know that by waking him up hours before his natural biological clock tells him he 's ready , I 'm literally robbing him of his dreams -- the type of sleep most associated with learning , memory consolidation and emotional processing .",bereit,bereit,"Ich weiß auch , dass , wenn ich ihn aufwecke , bevor sein biologischer Rhythmus bereit ist , ich ihn förmlich aus seinen Träumen reiße . Die Schlafphase mit der größten Verbindung zu dem Lernen , der Festigung der Erinnerungen und dem Verarbeiten von Emotionen ."
Edu9_en.conllu,Edu,15,16,good,good,Affect,"Now , if you 're thinking to yourself , "" Phew , we 're doing good , my kid 's getting eight hours , "" remember , eight hours is the minimum recommendation .",richtig,richtig,"Wenn Sie jetzt denken : "" Puh , wir machen es richtig , unser Kind kriegt acht Stunden ! "" denken Sie daran : Acht Stunden sind der niedrigste Wert , der empfohlen wurde ."
Edu9_en.conllu,Edu,23,22,awake,awake,Affect,"Around the time of puberty , teenagers experience a delay in their biological clock , which determines when we feel most awake and when we feel most sleepy .",wach,wach,"Während der Pubertät erleben Teenager eine Verschiebung ihrer biologischen Uhr , die festlegt , wann wir uns sehr wach und wann wir uns eher müde fühlen ."
Edu9_en.conllu,Edu,23,28,sleepy,sleepy,Affect,"Around the time of puberty , teenagers experience a delay in their biological clock , which determines when we feel most awake and when we feel most sleepy .",müde,müde,"Während der Pubertät erleben Teenager eine Verschiebung ihrer biologischen Uhr , die festlegt , wann wir uns sehr wach und wann wir uns eher müde fühlen ."
Edu9_en.conllu,Edu,29,5,straight,straight,Affect,"I ca n't think straight , I 'm irritable , and I probably should n't be driving a car .",klar,klar,"Ich kann nicht klar denken , bin gereizt und sollte wohl kein Auto fahren ."
Edu9_en.conllu,Edu,29,9,irritable,irritable,Affect,"I ca n't think straight , I 'm irritable , and I probably should n't be driving a car .",gereizt,reizen,"Ich kann nicht klar denken , bin gereizt und sollte wohl kein Auto fahren ."
Edu9_en.conllu,Edu,34,28,responsible,responsible,Appreciation,"Advocates of sleep - friendly start times know that adolescence is a period of dramatic brain development , particularly in the parts of the brain that are responsible for those higher order thinking processes , including reasoning , problem - solving and good judgment .",zuständig,zuständig,"Befürworter von schlaffreundlichen Anfangszeiten wissen , dass die Pubertät eine Periode dramatischer Hirnweiterentwicklung ist , insbesondere in Teilen des Gehirns , die zuständig sind für übergeordnete Denkprozesse , inklusive logisches Denken , Problemlösung und gesunden Menschenverstand ."
Edu9_en.conllu,Edu,35,13,responsible,responsible,Appreciation,"In other words , the very type of brain activity that 's responsible for reining in those impulsive and often risky behaviors that are so characteristic of adolescence and that are so terrifying to us parents of teenagers .",zuständig,zuständig,"In anderen Worten , genau die Aktivitäten , die dafür zuständig sind , impulsive und riskante Verhaltensweisen einzuschränken , die so typisch für die Pubertät sind und so furchteinflößend für uns Eltern von Jugendlichen ."
Edu9_en.conllu,Edu,35,26,characteristic,characteristic,Appreciation,"In other words , the very type of brain activity that 's responsible for reining in those impulsive and often risky behaviors that are so characteristic of adolescence and that are so terrifying to us parents of teenagers .",typisch,typisch,"In anderen Worten , genau die Aktivitäten , die dafür zuständig sind , impulsive und riskante Verhaltensweisen einzuschränken , die so typisch für die Pubertät sind und so furchteinflößend für uns Eltern von Jugendlichen ."
Edu9_en.conllu,Edu,35,33,terrifying,terrifying,Appreciation,"In other words , the very type of brain activity that 's responsible for reining in those impulsive and often risky behaviors that are so characteristic of adolescence and that are so terrifying to us parents of teenagers .",furchteinflößend,furchteinflößend,"In anderen Worten , genau die Aktivitäten , die dafür zuständig sind , impulsive und riskante Verhaltensweisen einzuschränken , die so typisch für die Pubertät sind und so furchteinflößend für uns Eltern von Jugendlichen ."
Edu9_en.conllu,Edu,39,23,likely,likely,Appreciation,"In our work with teens from LA Unified School District , we found that teens with sleep problems were 55 percent more likely to have used alcohol in the past month .",wahrscheinlicher,wahrscheinlich,"Bei unserer Arbeit mit Jugendlichen aus dem Schulbezirk Los Angeles stellten wir fest , dass Alkoholkonsum in dem letzten Monat bei Jugendlichen mit Schlafproblemen zu 55 Prozent wahrscheinlicher war ."
Edu9_en.conllu,Edu,41,6,enough,enough,Appreciation,"And if that 's not enough , teens who skip out on sleep are at increased risk for a host of physical health problems that plague our country , including obesity , heart disease and diabetes .",,,"Und wenn das noch nicht reicht : Jugendliche , die Schlaf auslassen , haben ein erhöhtes Risiko für eine Reihe an gesundheitlichen Problemen , die unser Land heimsuchen , wie Fettleibigkeit , Herzkrankheiten und Diabetes ."
Edu9_en.conllu,Edu,45,4,unequivocal,unequivocal,Appreciation,"The findings are unequivocal , and as a sleep scientist , I rarely get to speak with that kind of certainty .",eindeutig,eindeutig,Die Ergebnisse sind eindeutig und als Schlafforscherin kann ich selten mit einer solchen Sicherheit sprechen .
Edu9_en.conllu,Edu,48,4,likely,likely,Judgement,They 're more likely to show up for school ; school absences dropped by 25 percent in one district .,,,Sie erscheinen eher in der Schule ; die Abwesenheiten sanken in einem Bezirk um 25 % .
Edu9_en.conllu,Edu,49,5,likely,likely,Judgement,And they 're less likely to drop out .,Wahrscheinlichkeit,wahrscheinlichkeit,Und die Wahrscheinlichkeit für Ausfälle ist geringer .
Edu9_en.conllu,Edu,52,4,powerful,powerful,Appreciation,"That 's as powerful as reducing class sizes by one - third fewer students , or replacing a so - so teacher in the classroom with a truly outstanding one .",wirksam,wirksam,"Dies ist so wirksam , wie die Klassengröße um ein Drittel zu reduzieren oder einen mittelmäßigen Lehrer durch einen wirklich hervorragenden zu ersetzen ."
Edu9_en.conllu,Edu,53,13,happier,happy,Appreciation,"Their mental and physical health improves , and even their families are happier .",glücklicher,glücklich,Die seelische sowie körperliche Gesundheit verbessert sich und sogar die Familien sind glücklicher .
Edu9_en.conllu,Edu,55,5,safer,safe,Appreciation,Even their communities are safer because car crash rates go down -- a 70 percent reduction in one district .,sicherer,sicher,"Sogar die Gemeinden wären sicherer , weil die Unfallrate sinkt – eine 70 - prozentige Reduktion in einer Gemeinde ."
Edu9_en.conllu,Edu,60,10,ready,ready,Judgement,"We need to toughen them up so they 're ready for the real world ! """,gewappnet,wappnen,"Wir müssen sie abhärten , damit sie fürs Leben gewappnet sind . """
Edu9_en.conllu,Edu,61,29,ready,ready,Judgement,"But that 's like saying to the parent of a two - year - old , "" Do n't let Johnny nap , or he wo n't be ready for kindergarten . """,bereit,bereit,"Das ist , als ob man zu den Eltern eines Zweijährigen sagen würde : "" Lasst ihn kein Nickerchen machen , oder er wird nicht bereit sein für den Kindergarten . """
Edu9_en.conllu,Edu,68,25,unfounded,unfounded,Appreciation,"And in districts around the country , big and small , who have made this change , they found that these fears are often unfounded and far outweighed by the tremendous benefits for student health and performance , and our collective public safety .",unbegründet,unbegründet,"In den Bezirken des Landes , klein und groß , die diese Änderung durchgesetzt haben , stellten sich die Befürchtungen oft als unbegründet heraus und werden weit überwogen von den großen Nutzen für die Gesundheit und Leistungsfähigkeit , und unsere gemeinsame öffentliche Sicherheit ."
Edu9_en.conllu,Edu,69,33,longer,long,Appreciation,"So tomorrow morning , when coincidentally we get to set our clocks back by an hour and you get that delicious extra hour of sleep , and the day seems a little longer , and a little more full of hope , think about the tremendous power of sleep .",länger,lang,"Also , wenn wir morgen früh zufällig die Uhr eine Stunde zurückstellen und man diese eine herrliche Stunde zusätzlichen Schlaf bekommt und der Tag einem etwas länger erscheint und etwas hoffnungsvoller , dann sollte man an die unglaubliche Macht des Schlafs denken ."
Edu9_en.conllu,Edu,70,15,able,able,Appreciation,"And think about what a gift it would be for our children to be able to wake up naturally , in harmony with their own biology .",,,"Und daran , was für ein Geschenk es für unsere Kinder wäre , natürlich aufzuwachen , in dem Einklang mit unserer eigenen Biologie ."
Ent10_en.conllu,Ent,0,7,funny,funny,Appreciation,Ruby Wax : What 's so funny about mental illness ?,lustig,lustig,Ruby Wax : Was ist so lustig an psychischen Erkrankungen ?
Ent10_en.conllu,Ent,7,8,right,right,Appreciation,"Actually , that whole row is n't right .",normal,normal,Eigentlich ist die gesamte Reihe hier nicht ganz normal .
Ent10_en.conllu,Ent,8,4,good,good,Appreciation,That 's not good .,gut,gut,Das ist nicht gut .
Ent10_en.conllu,Ent,17,5,absorbent,absorbent,Appreciation,My mother was completely absorbent .,saugfähig,saugfähig,Meine Mutter war äußerst saugfähig .
Ent10_en.conllu,Ent,19,12,right,right,Appreciation,So that was kind of a clue that things were n't right .,,,"Also das war irgendwie ein Hinweis darauf , dass etwas nicht stimmte ."
Ent10_en.conllu,Ent,20,32,vertical,vertical,Affect,"So before I start , I would like to thank the makers of Lamotrigine , Sertraline , and Reboxetine , because without those few simple chemicals , I would not be vertical today .",aufrecht,aufrecht,"Bevor ich anfange , möchte ich den Herstellern von Lamotrigin , Sertralin und Reboxetin danken , denn ohne diese paar einfachen Medikamente stünde ich heute nicht aufrecht ."
Ent10_en.conllu,Ent,46,23,destructive,destructive,Appreciation,"If you get a little baby , and you abuse it verbally , its little brain sends out chemicals that are so destructive that the little part of its brain that can tell good from bad just does n't grow , so you might have yourself a homegrown psychotic .",zerstörerisch,zerstörerisch,"Wenn Sie ein kleines Baby bekommen und es wüst beschimpfen , dann sendet sein kleines Gehirn Chemikalien aus , die so zerstörerisch sind , dass der kleine Teil seines Gehirns , der Gut und Böse unterscheiden kann , einfach nicht wächst ."
Ent10_en.conllu,Ent,50,11,sick,sick,Appreciation,"How come every other organ in your body can get sick and you get sympathy , except the brain ?",krank,krank,"Warum kann jedes andere Organ in unserem Körper krank werden , und wir bekommen Mitgefühl , bis auf das Gehirn ?"
Ent10_en.conllu,Ent,58,4,conscious,conscious,Judgement,It comes completely conscious .,Bewusstsein,bewußtsein,Es ist vollkommen bei Bewusstsein .
Ent10_en.conllu,Ent,79,27,fine,fine,Judgement,"We just do n't have the bandwidth , and for people who say , oh , they 're having a nice day , they 're perfectly fine , they 're more insane than the rest of us .",klasse,klasse,"Wir haben einfach nicht die Bandbreite , und für die Menschen , die sagen , oh , ihr Tag sei klasse , und ihnen gehe es prima , diese Menschen sind noch wahnsinniger als der Rest von uns ."
Ent10_en.conllu,Ent,79,32,insane,insane,Judgement,"We just do n't have the bandwidth , and for people who say , oh , they 're having a nice day , they 're perfectly fine , they 're more insane than the rest of us .",wahnsinniger,wahnsinnig,"Wir haben einfach nicht die Bandbreite , und für die Menschen , die sagen , oh , ihr Tag sei klasse , und ihnen gehe es prima , diese Menschen sind noch wahnsinniger als der Rest von uns ."
Ent10_en.conllu,Ent,93,9,fat,fat,Appreciation,"Oh my God , my thighs are too fat .",fett,fett,"Oh Gott , meine Schenkel sind zu fett ."
Ent10_en.conllu,Ent,94,10,stupid,stupid,Affect,"Oh my God , everybody can see I 'm stupid .",blöd,blöd,"Oh Gott , jeder kann sehen , wie blöd ich bin ."
Ent10_en.conllu,Ent,97,5,safe,safe,Affect,What once made you safe now drives you insane .,sicher,sicher,"Was Sie früher sicher gemacht hat , macht Sie nun wahnsinnig ."
Ent10_en.conllu,Ent,98,3,sorry,sorry,Affect,"I 'm sorry to be the bearer of bad news , but somebody has to be .",leid,leid,"Es tut mir leid , dass ich diese schlechte Nachricht überbringen muss , aber irgendwer muss es ja tun ."
Ent10_en.conllu,Ent,99,4,happier,happy,Appreciation,Your pets are happier than you are .,glücklicher,glücklich,Ihre Haustiere sind glücklicher als Sie .
Ent10_en.conllu,Ent,103,17,ill,ill,Affect,"It 's going to be four in four who are really , really going to get ill in the upstairs department .",krank,krank,"Dann werden es vier von vieren , die wirklich wirklich krank in dem Oberstübchen werden ."
Ent11_en.conllu,Ent,5,9,majestic,majestic,Judgement,"And let me tell you , America is majestic , right ?",großartig wahr,großartig wahr,"Amerika ist großartig , nicht wahr ?"
Ent11_en.conllu,Ent,22,19,green,green,Appreciation,"Now , these people will be at a stoplight , they 'll wait for the light to turn green and when it does , they yell , "" Go back to your own country ! """,grünes,grün,"Sie stehen vor einer Ampel , warten auf grünes Licht und rufen dann : "" Zurück in euer Land ! """
Ent11_en.conllu,Ent,27,7,interested,interested,Affect,But the group I 'm most interested in is the swing hater .,,,Aber die interessanteste Gruppe sind die Wechsel - Hasser .
Ent11_en.conllu,Ent,34,4,popular,popular,Appreciation,Comedy is very popular .,populär,populär,Comedy ist sehr populär .
Ent11_en.conllu,Ent,40,27,skilled,skilled,Judgement,"And in that moment of openness , a good social justice comedian can stick in a whole bunch of information , and if they 're really skilled , a rectal exam .",gut,gut,"Und in diesen Moment der Offenheit kann ein guter Comedian eine Menge Informationen stopfen . Und wenn man gut ist , sogar eine Rektaluntersuchung ."
Ent11_en.conllu,Ent,41,17,partisan,partisan,Judgement,"Here are some ground rules for social justice comedy : first off , it 's not partisan . This is n't political comedy , this is about justice , and no one is against justice .",parteiisch,parteiisch,Hier sind ein paar Grundregeln für sozial - Gerechtigkeits - Comedy : Erstens : sie ist nicht parteiisch und nicht politisch ; es geht um Gerechtigkeit . Niemand ist gegen Gerechtigkeit .
Ent11_en.conllu,Ent,43,5,funny,funny,Judgement,"Three , it 's funny but sneaky , like you could be hearing an interesting treatise on income inequality , that 's encased in a really sophisticated poop joke .",lustig raffiniert,lustig raffiniert,"Drittens : sie ist lustig , aber raffiniert . So können z. B. eine Abhandlung über Einkommensungleichheit hören , die in einen durchdachten Furz - Witz eingebunden ist ."
Ent11_en.conllu,Ent,49,7,offensive,offensive,Appreciation,"Now , the posters were truly offensive , not to mentioned poorly designed -- I mean , if you 're going to be bigoted , you might as well use a better font .",beleidigend,beleidigend,"Die Plakate waren wirklich beleidigend und außerdem schlecht gestaltet . Wenn man schon intolerant ist , sollte man eine bessere Schriftart nutzen ."
Ent11_en.conllu,Ent,64,7,political,political,Appreciation,"Now clearly , frittatas are considered political by the MTA .",politisch,politisch,Frittatas gelten bei der MTA wohl als politisch .
Ent11_en.conllu,Ent,72,5,amazing,amazing,Appreciation,"' Cause this is amazing ! """,großartig,großartig,"Denn es ist großartig ! """
Ent11_en.conllu,Ent,83,13,useful,useful,Appreciation,"But if bigotry is n't your thing , social justice comedy is useful for all sorts of issues .",hilfreich,hilfreich,"Aber wenn Intoleranz nicht Ihr Ding ist , kann Comedy für vieles hilfreich sein ."
Ent11_en.conllu,Ent,94,8,funny,funny,Appreciation,And those death threats are definitely not funny .,witzig,witzig,Diese Todeswünsche sind nicht witzig .
Ent11_en.conllu,Ent,97,12,awful,awful,Appreciation,"But still , a lot of things are still kind of awful .",schlecht,schlecht,Dennoch sind viele Dinge noch schlecht .
Ent12_en.conllu,Ent,2,13,lazy,lazy,Affect,"So this is a very attractive idea , because we 're very lazy , like the Sorcerer 's Apprentice , or the world 's greatest computer programmer .",faul,faul,"Das ist doch eine verlockende Vorstellung , weil wir ja sehr faul sind , wie der Zauberlehrling , oder wie der beste Programmierer der Welt ."
Ent12_en.conllu,Ent,4,13,more,more,Appreciation,"We love the idea that words , when pronounced , are little more than pure information , but they evoke physical action in the real world that helps us do work .",mehr,mehr,"Wir lieben die Idee , dass Wörter , wenn ausgesprochen - obwohl eigentlich nicht viel mehr als reine Information - in der Realität doch Reaktionen hervorrufen , die uns bei der Arbeit helfen ."
Ent12_en.conllu,Ent,12,4,great,great,Appreciation,So that 's great .,klar,klar,Alles klar . Prima .
Ent12_en.conllu,Ent,13,5,easy,easy,Appreciation,So that was too easy .,einfach,einfach,Das war also zu einfach .
Ent12_en.conllu,Ent,21,7,powerful,powerful,Affect,"And that 's what makes computers powerful , these high - level languages that can be compiled .",leistungsstark,leistungsstark,"Und das macht die Computer so leistungsstark : diese Programmiersprachen , die zusammengesetzt werden können ."
Ent12_en.conllu,Ent,25,16,sticky,sticky,Appreciation,"When this amino - acid sequence gets pronounced as atoms , these little letters are sticky for each other .",,,"Wenn diese Aminosäuresequenz als Atome gelesen wird , kleben diese Buchstaben aneinander ."
Ent12_en.conllu,Ent,29,12,able,able,Affect,These are the kind of molecular programs we want to be able to write .,können,können,"Das sind die Arten von molekularen Programmen , die wir schreiben können wollen ."
Ent12_en.conllu,Ent,32,7,cheaper,cheap,Judgement,"We use DNA because it 's cheaper , it 's easier to handle , it 's something we understand really well -- so well , in fact , that we think we can actually write programming languages for DNA and have molecular compilers .",billiger,billig,"Wir benutzen die DNA , weil sie billiger ist . Und deren Handhabung ist einfacher . Es ist etwas , was wir schon ziemlich gut verstehen . Wir verstehen es tatsächlich schon so gut , dass wir glauben , wir können wirklich schon DNA - Programmiersprachen schreiben und haben eine molekulare Umwandlungsmaschine ."
Ent12_en.conllu,Ent,32,11,easier,easy,Judgement,"We use DNA because it 's cheaper , it 's easier to handle , it 's something we understand really well -- so well , in fact , that we think we can actually write programming languages for DNA and have molecular compilers .",einfacher,einfach,"Wir benutzen die DNA , weil sie billiger ist . Und deren Handhabung ist einfacher . Es ist etwas , was wir schon ziemlich gut verstehen . Wir verstehen es tatsächlich schon so gut , dass wir glauben , wir können wirklich schon DNA - Programmiersprachen schreiben und haben eine molekulare Umwandlungsmaschine ."
Ent12_en.conllu,Ent,53,8,good,good,Appreciation,A lot of them are actually pretty good .,gut,gut,Und viele von denen sind wirklich ziemlich gut .
Ent12_en.conllu,Ent,60,5,able,able,Affect,We want to be able to build technological artifacts that are maybe good for the world .,können,können,"Wir möchten technologische Artefakte bauen können , die für die Welt von Nutzen sein könnten ."
Ent12_en.conllu,Ent,60,13,good,good,Appreciation,We want to be able to build technological artifacts that are maybe good for the world .,Nutzen,nutzen,"Wir möchten technologische Artefakte bauen können , die für die Welt von Nutzen sein könnten ."
Ent12_en.conllu,Ent,62,26,good,good,Appreciation,"And if it 's the case that we can reach that level of complexity , if our ability to program molecules gets to be that good , then that will truly be magic .",gut,gut,"Und falls wir dieses Niveau der Komplexität erreichen können , wenn unsere Fähigkeit , solche Moleküle zu programmieren , wirklich so gut wird , dann ist das wirkliche Magie ."
Ent13_en.conllu,Ent,3,26,easy,easy,Affect,"I 've been making games online now for 10 years , and my goal for the next decade is to try to make it as easy to save the world in real life as it is to save the world in online games .",leicht,leicht,"Ich entwickle jetzt seit 10 Jahren Online - Spiele . Und mein Ziel für das nächste Jahrzehnt ist , es genauso leicht zu machen , die Welt in der Realität zu retten , wie sie in Online - Spielen zu retten ist ."
Ent13_en.conllu,Ent,8,19,true,true,Appreciation,"But actually , according to my research at the Institute for the Future , actually the opposite is true .",zutreffend,zutreffend,"Tatsächlich aber , meiner Forschung an dem Institut für die Zukunft zufolge , ist genau das Gegenteil zutreffend ."
Ent13_en.conllu,Ent,14,5,serious,serious,Affect,No . I 'm serious . I am .,ernst,ernst,"Nein , ich meine es wirklich ernst ."
Ent13_en.conllu,Ent,16,13,essential,essential,Appreciation,This picture pretty much sums up why I think games are so essential to the future survival of the human species .,unerlässlich,unerlässlich,"Dieses Bild beschreibt ziemlich genau , warum ich glaube , dass Spiele so unerlässlich für das Überleben der menschlichen Spezies in der Zukunft sind ."
Ent13_en.conllu,Ent,27,11,positive,positive,Appreciation,"An epic win is an outcome that is so extraordinarily positive , you had no idea it was even possible until you achieved it .",positiv,positiv,"Ein epischer Sieg ist ein Ergebnis , das so überaus positiv ist , dass Sie vorher gar nicht wussten , dass es überhaupt möglich war ."
Ent13_en.conllu,Ent,27,20,possible,possible,Judgement,"An epic win is an outcome that is so extraordinarily positive , you had no idea it was even possible until you achieved it .",möglich,möglich,"Ein epischer Sieg ist ein Ergebnis , das so überaus positiv ist , dass Sie vorher gar nicht wussten , dass es überhaupt möglich war ."
Ent13_en.conllu,Ent,32,6,more,more,Appreciation,"Now , unfortunately this is more of the face that we see in everyday life now as we try to tackle urgent problems .",eher,eher,"Tja , leider sehen wir eher dieses Gesicht in dem echten Leben , wenn wir schwierigen Problemen begegnen ."
Ent13_en.conllu,Ent,38,25,better,good,Affect,"This is a piece of graffiti in my old neighborhood in Berkeley , California , where I did my PhD on why we 're better in games than we are in real life .",besser,gut,"Dies ist ein Graffiti in meiner ehemaligen Heimat in Berkeley , Kalifornien , wo ich in meiner Doktorarbeit untersuchte warum wir in Spielen besser sind als in dem echten Leben ."
Ent13_en.conllu,Ent,40,8,good,good,Affect,We feel that we are not as good in reality as we are in games .,gut,gut,"Wir denken , dass wir in der Realität nicht so gut sind wie in Spielen ."
Ent13_en.conllu,Ent,41,6,good,good,Affect,"I do n't mean just good as in successful , although that 's part of it .",weniger,weniger,"Und ich meine nicht nur weniger erfolgreich , obwohl das dazu gehört ."
Ent13_en.conllu,Ent,43,5,good,good,Affect,But I also mean good as in motivated to do something that matters -- inspired to collaborate and to cooperate .,gut,gut,"Ich meine gut in dem Zusammenhang mit der Motivation , etwas Bedeutsames zu tun , inspiriert zu der Zusammenarbeit miteinander ."
Ent13_en.conllu,Ent,46,11,anxious,anxious,Affect,"We feel overcome , we feel overwhelmed , we feel anxious , maybe depressed , frustrated or cynical .",besiegt deprimiert,besiegen deprimiert,"Wir fühlen uns überwältigt . Wir fühlen uns besiegt . Wir fühlen uns bedroht , vielleicht deprimiert , frustriert oder zynisch ."
Ent13_en.conllu,Ent,67,18,satisfying,satisfy,Appreciation,"Now , the problem with collaborative online environments like World of Warcraft is that it 's so satisfying to be on the verge of an epic win all the time , we decide to spend all our time in these game worlds .",befriedigend,befriedigend,"Also , das Problem der Kooperations - Online - Welten wie World of Warcraft ist , dass es so befriedigend ist , jederzeit an dem Rande eines epischen Sieges zu stehen , dass wir lieber unsere ganze Zeit in diesen Spielwelten verbringen ."
Ent13_en.conllu,Ent,68,4,better,good,Judgement,It 's just better than reality .,besser,gut,Sie sind einfach besser als die Realität .
Ent13_en.conllu,Ent,76,5,apt,apt,Judgement,"But it 's also apt , because it turns out that by spending all this time playing games , we 're actually changing what we are capable of as human beings .",angebracht,anbringen,"Aber auch angebracht . Denn es stellt sich heraus , dass wir , indem wir diese ganze Zeit auf das Spielen verwenden , tatsächlich das verändern , wozu wir als Menschen in der Lage sind ."
Ent13_en.conllu,Ent,76,27,capable,capable,Affect,"But it 's also apt , because it turns out that by spending all this time playing games , we 're actually changing what we are capable of as human beings .",in,in,"Aber auch angebracht . Denn es stellt sich heraus , dass wir , indem wir diese ganze Zeit auf das Spielen verwenden , tatsächlich das verändern , wozu wir als Menschen in der Lage sind ."
Ent13_en.conllu,Ent,78,3,true,true,Appreciation,This is true .,Wahrheit,wahrheit,Das ist die Wahrheit .
Ent13_en.conllu,Ent,87,5,good,good,Affect,We will be as good at whatever we do as the greatest people in the world .,gut,gut,"Wir werden so gut darin , was auch immer zu tun , wie die bedeutendsten Menschen der Welt ."
Ent13_en.conllu,Ent,89,15,good,good,Appreciation,"So , the big question is , "" What exactly are gamers getting so good at ? """,gut,gut,"Die große Frage ist also : "" Worin genau sind Spieler meisterhaft gut ? """
Ent13_en.conllu,Ent,102,9,possible,possible,Appreciation,"Gamers always believe that an epic win is possible , and that it 's always worth trying , and trying now .",möglich,möglich,"Spieler glauben immer daran , dass ein epischer Sieg möglich ist , und dass es sich immer lohnt , es zu versuchen , und zwar gleich ."
Ent13_en.conllu,Ent,102,16,worth,worth,Judgement,"Gamers always believe that an epic win is possible , and that it 's always worth trying , and trying now .",",",",","Spieler glauben immer daran , dass ein epischer Sieg möglich ist , und dass es sich immer lohnt , es zu versuchen , und zwar gleich ."
Ent13_en.conllu,Ent,105,13,better,good,Affect,"There 's a lot of interesting research that shows we like people better after we play a game with them , even if they 've beaten us badly .",mehr,mehr,"Es gibt eine Menge interessanter Untersuchungen , die zeigen , das wir Leute mehr mögen , nachdem wir mit ihnen gespielt haben , selbst wenn sie uns übel besiegt haben ."
Ent13_en.conllu,Ent,113,18,happier,happy,Affect,"It 's because we know , when we 're playing a game , that we 're actually happier working hard than we are relaxing , or hanging out .",glücklicher,glücklich,"Der Grund ist , dass , wenn wir spielen , sind wir tatsächlich glücklicher dabei , hart zu arbeiten , als wenn wir uns entspannen oder nichts tun ."
Ent13_en.conllu,Ent,115,4,willing,willing,Appreciation,"And gamers are willing to work hard all the time , if they 're given the right work .",bereit,bereit,"Und Spieler sind immer bereit , hart zu arbeiten , wenn sie die richtige Aufgabe erhalten ."
Ent13_en.conllu,Ent,127,10,capable,capable,Judgement,These are people who believe that they are individually capable of changing the world .,,,"Es sind Menschen , die glauben , dass sie als Einzelne die Welt verändern können ."
Ent13_en.conllu,Ent,128,12,capable,capable,Judgement,"And the only problem is , they believe that they are capable of changing virtual worlds and not the real world .",,,"Und das einzige Problem ist , dass sie glauben , sie können die virtuellen Welten ändern , aber nicht die reale ."
Ent13_en.conllu,Ent,131,4,brilliant,brilliant,Appreciation,His work is brilliant .,genial,genial,Seine Arbeit ist genial .
Ent13_en.conllu,Ent,134,10,rational,rational,Judgement,"And he 's an economist , so he 's rational .",logisch,logisch,Und das von einem Ökonom . Also ist er logisch .
Ent13_en.conllu,Ent,136,13,exuberant,exuberant,Affect,"Not like me , I 'm a game designer ; I 'm exuberant .",überschwänglich,überschwänglich,"Nicht so wie ich ... ich entwickle Spiele , ich bin etwas überschwänglich ."
Ent13_en.conllu,Ent,140,9,rational,rational,Appreciation,"Now , I also agree that that is rational , for now .",logisch,logisch,"Ich stimme erst mal zu , das ist logisch ."
Ent13_en.conllu,Ent,158,33,satisfying,satisfy,Appreciation,"We 're using games to escape real - world suffering -- we 're using games to get away from everything that 's broken in the real environment , everything that 's not satisfying about real life , and we 're getting what we need from games .",befriedigend,befriedigend,"Wir setzen Spiele ein , um dem Leiden der echten Welt zu entkommen . Wir setzen Spiele ein , um allem zu entgehen , das in der echten Welt nicht funktioniert , allem das in dem echten Leben nicht befriedigend ist , und wir holen uns was wir brauchen aus den Spielen ."
Ent13_en.conllu,Ent,160,4,exciting,exciting,Appreciation,This is really exciting .,Spannende,spannende,Das ist das Spannende .
Ent13_en.conllu,Ent,161,13,better,good,Appreciation,"According to Herodotus , after 18 years the famine was n't getting better , so the king decided they would play one final dice game .",besser,gut,"Laut Herodotus wurde nach 18 Jahren die Hungersnot nicht besser . Also beschloss der König , ein letztes Würfelspiel anzusetzen ."
